person_id,full_name,dob,pan_number,address,monthly_salary_inr,tax_filing_status
PER00929,Kevin Dugar,2000-10-20,VZCLA8123T,"442, Wable Street, Sambhal-336463",120000,Filed
PER00930,Hitesh Krishna,1988-04-09,KDWUF4295M,"H.No. 917, Brar, Bhimavaram 163848",35000,Not Filed
PER00931,Peter Narayan,1966-02-26,CAMXN4005B,"69/154, Nori Street, Pune-818080",35000,Not Filed
PER00932,Nilima Char,2004-07-12,VSAPQ9556I,"01/75, Agarwal Street, Tezpur-370637",80000,Filed
PER00933,Arjun Dubey,1972-07-16,EDGJH4218A,"H.No. 91, Jani Street, Bathinda-806835",80000,Filed
PER00934,Naksh Bora,1968-04-18,EYCVZ8081J,"H.No. 599, Kanda Path, Kulti-829375",35000,Filed
PER00935,Lavanya Mane,1964-10-19,NGTQX5313R,"H.No. 52, Chauhan Circle, Jamnagar 878642",65000,Not Filed
PER00936,Samuel Menon,1967-03-31,CGZUZ3939K,"H.No. 610, Pillay, Kollam-010961",45000,Filed
PER00937,Advik Dugar,1987-05-26,XMVUF8236Y,"H.No. 367, Merchant, Ghaziabad-260183",50000,Filed
PER00938,Mitali Talwar,2006-11-20,BHBAQ3489Y,"H.No. 15, Kalita Circle, Dewas-345731",50000,Filed
PER00939,Hritik Narayan,1999-07-09,MNIBN9377F,"33/81, Borde Road, Panvel 534726",65000,Filed
PER00940,Farhan Sarma,2006-10-26,ZTNNH5313H,"H.No. 63, Iyer Ganj, Latur-546530",35000,Pending
PER00941,Rishi Bhargava,1962-06-24,AYHNG6707J,"76, Kothari, Gudivada 726037",45000,Filed
PER00942,Bachittar Tella,1965-12-10,VCIDP9154E,"H.No. 48, Sekhon Zila, Kozhikode-870877",50000,Filed
PER00943,Gautam Cherian,2000-05-20,LIBVH4847L,"86/751, Sethi Marg, Singrauli-023243",0,Filed
PER00944,Tanay Balan,2000-01-10,HFWTG7464T,"259, Narang Chowk, Saharsa-253763",50000,Filed
PER00945,Warda Shankar,1994-10-20,MBFFP1782S,"917, Pai Ganj, Suryapet-526491",80000,Filed
PER00946,Om Sharaf,1977-12-10,ALCFH3107V,"455, Zacharia Zila, Asansol 934442",50000,Filed
PER00947,Aadhya Radhakrishnan,1966-12-16,ACWTK2676W,"86/146, Samra Circle, Sri Ganganagar-291324",45000,Filed
PER00948,Odika Shah,1992-10-16,TTXZO8259V,"22/802, Parsa Circle, Muzaffarnagar 331631",50000,Pending
PER00949,Jeremiah Karpe,1968-11-19,MHNBZ4242U,"H.No. 86, Babu, Sultan Pur Majra-635351",120000,Not Filed
PER00950,Januja Shah,1986-07-02,UYGXY1258C,"86/837, Dewan Street, Karawal Nagar-441214",50000,Filed
PER00951,Alexander Seth,1975-04-27,DBKKM5985E,"74/210, Hegde Marg, Vijayanagaram-993142",80000,Filed
PER00952,Ansh Bassi,1968-08-07,EVAVD9763S,"35/550, Iyengar Chowk, Madhyamgram 115889",45000,Filed
PER00953,Siya Seshadri,2004-06-13,OLDGO7427I,"19/92, Munshi Circle, Sikar-420357",120000,Filed
PER00954,Tanvi Palla,1958-08-27,VURSC1117L,"62/64, Maharaj Street, Thoothukudi 237561",45000,Not Filed
PER00955,Rachita Viswanathan,1983-10-12,XNJFL4864X,"88, Parsa Ganj, Ambarnath 906090",65000,Not Filed
PER00956,Ati Talwar,1967-10-06,KZMCH3400R,"H.No. 10, Raj, Raichur-511562",200000,Filed
PER00957,Kavya Srivastava,1982-03-27,XJBYE5293B,"892, Som Marg, Moradabad-823536",200000,Filed
PER00958,Dhriti Narang,1988-01-10,GMZDF6024B,"H.No. 90, Kanda Circle, Varanasi-935069",35000,Not Filed
PER00959,Isaiah Kar,1991-08-30,SBKAT3018B,"68, Chakraborty Road, Latur-445111",45000,Filed
PER00960,Janani Mall,1971-06-25,EQQJU2908M,"H.No. 020, Nayak Circle, Pondicherry 230602",120000,Filed
PER00961,Gopal Halder,1955-06-20,WMIED8383Z,"61, Grover, Bidhannagar-522084",50000,Filed
PER00962,Anvi Sharma,1969-01-23,GZUKW6243N,"H.No. 78, Ratta Street, Morbi 184973",35000,Filed
PER00963,Megha Mannan,1967-11-24,REZXG5511R,"99/17, Chaudry, Bokaro 398631",50000,Filed
PER00964,Umang Borde,1992-12-22,EIKFT7313K,"66/366, Desai Chowk, Kollam 985977",0,Pending
PER00965,Ayushman Sehgal,1971-09-10,UDKPN8281N,"67, Sahni Road, Bijapur-754256",35000,Filed
PER00966,Hemani Garde,1962-08-28,SFWGE0763Z,"H.No. 71, Purohit Circle, Pali 505690",50000,Pending
PER00967,Dakshesh Jha,1990-02-12,NEIHV5996Z,"71/65, Nagar Ganj, Patna 918718",45000,Filed
PER00968,Chavvi Golla,2006-12-29,VDWUE2250T,"88/424, Gour Ganj, Karimnagar 092232",80000,Filed
PER00969,Bina Chhabra,2001-06-06,LXCWZ5837V,"45/728, Venkatesh Road, Bijapur 757128",65000,Filed
PER00970,Ridhi Sibal,1974-08-26,UYOGQ3588G,"87/926, Dara Marg, Ballia 598335",45000,Filed
PER00971,Yug Gola,1959-09-12,BCNTC3544L,"25/144, Gera Street, Sultan Pur Majra-982462",35000,Filed
PER00972,Sudiksha Mani,1988-11-18,UTLQU0424J,"11, Wable Chowk, Kishanganj-157022",50000,Filed
PER00973,Daksha Setty,1964-07-23,OAXSX4906Z,"H.No. 029, Sane Circle, Tadepalligudem 184502",35000,Pending
PER00974,Dhriti Wali,1982-02-17,PVOJY9833R,"65, Basu Circle, Burhanpur-687610",35000,Filed
PER00975,Zansi Karan,1988-12-12,ZOIKD0133E,"84/135, Kar Circle, Bhusawal-679956",50000,Pending
PER00976,Yoshita Pingle,1963-08-29,SQUBZ1366C,"01, Singhal Street, North Dumdum 835959",50000,Not Filed
PER00977,Xavier Maharaj,1989-09-20,UFEXF9178A,"740, Kapoor Road, Saharsa 177799",45000,Filed
PER00978,Hemang Bassi,1976-04-27,URCEW7640M,"13, Ganesan, Ongole-998923",0,Filed
PER00979,Faraj Ravel,1971-10-31,FETGC9910W,"18, Ganguly Zila, Thiruvananthapuram 771962",80000,Filed
PER00980,Xavier Nagy,1983-12-13,DZBOM0334V,"H.No. 58, Rege Circle, Karimnagar 361461",120000,Filed
PER00981,Neha Bora,1973-11-21,ENWWC3701X,"H.No. 28, Dugar Circle, Dehradun 414469",200000,Filed
PER00982,Chanakya Bail,1975-06-10,XOLXX5248S,"H.No. 48, Chawla Road, Haldia 351600",45000,Filed
PER00983,Hiral Gade,1962-03-31,HGGQG5449J,"68/949, Agate Marg, Kolkata 189829",0,Filed
PER00984,Quincy Handa,1973-11-16,UHKOW4589B,"90, Chokshi Road, Jaipur 850548",50000,Not Filed
PER00985,Sarthak Dugar,1991-06-08,TGLPQ1211C,"40, Saran Street, Rajahmundry 344659",35000,Filed
PER00986,Ryan Kamdar,1977-10-15,WSXGY6049O,"28, Sehgal Nagar, Silchar-216591",50000,Filed
PER00987,Max Deol,1960-01-27,ELFWX8799H,"H.No. 094, Sood Nagar, Latur 557620",65000,Filed
PER00988,Jeet Rout,1970-04-15,IJXHQ2754E,"51/597, Malhotra, Bathinda-686182",120000,Not Filed
PER00989,Saksham Ratti,2007-04-09,XATXF2472K,"H.No. 44, Buch Road, Jorhat-843493",80000,Filed
PER00990,Darsh Bhatti,1985-02-05,DRBQR2430V,"747, Savant Zila, Rajkot 423670",50000,Filed
PER00991,Sai Nayar,1989-08-16,DKMJQ6062Z,"H.No. 945, Nazareth Road, Mysore-069290",35000,Pending
PER00992,Zarna Agarwal,1977-04-01,BQSFY4888J,"19/41, Ramaswamy Path, Mau-848558",65000,Filed
PER00993,Anirudh Hari,1972-12-07,ZOZIS3422K,"58/50, Bora Circle, Hajipur-913333",200000,Filed
PER00994,Xiti Bal,1988-10-14,EDFFI6406C,"H.No. 17, Mangat Zila, Kulti-555081",50000,Filed
PER00995,Christopher Oak,1991-05-02,NPCAE8514D,"71, Parekh Chowk, Firozabad-350224",35000,Filed
PER00996,Meghana Ravel,1968-10-23,CWWKA9173W,"60, Dyal Road, Mango 847495",80000,Filed
PER00997,Diya Dhar,1985-08-06,NBKBF9577X,"H.No. 72, Setty Chowk, Kozhikode-599350",200000,Filed
PER00998,Gavin Sarin,2003-11-13,POMKF6944Q,"H.No. 65, Lal Nagar, Kadapa 718852",45000,Filed
PER00999,Siya Sibal,1987-09-19,UZPMO4463M,"H.No. 10, Agarwal Path, Solapur 010809",50000,Not Filed
PER01000,Yoshita Barad,1992-12-12,ZUCNL3018F,"H.No. 925, Dugar Marg, Bathinda-063387",65000,Pending
